resource_tag_power_health	Bonus de salud	2017-02-17T12:14:02.097451	Bonus health
robot_member	Robot	2017-02-17T12:14:02.097451	Robot
roulette	Ruleta	2017-02-17T12:14:02.097451	Roulette
roulette_desc	La bola NO es inteligente, lo juramos. Utiliza fichas doradas.	2017-02-17T12:14:02.097451	This ball is NOT sentient, we swear. Uses gold tokens.
sapper_desc	Saber como construir cosas también te hace saber como desmantelarlas. Rápidamente. Dentro de una bola de fuego.	2017-02-17T12:14:02.097451	Knowing how to build things also makes you know how to dismantle things. Fast. Inside a ball of fire.
sauna	Sauna	2017-02-17T12:14:02.097451	Sauna
sauna_desc	Bienestar milenario para el cuidado más efectivo	2017-02-17T12:14:02.097451	Millenia old wellness for the most effective care.
security_desc	Expertos en armas y con mucha puntería, los agentes de seguirdad protegen la estación y sus expediciones.	2017-02-17T12:14:02.097451	Experts in guns and with a sharp eye, security officers protect the station and your galaxy expeditions.
set target to ~A	Seleccionar ~A como objetivo	2017-02-17T12:14:02.097451	Set forced target to ~A
set_target	Forzar un objetivo de combate	2017-02-17T12:14:02.097451	NOT FOUND IN GAME
set_target_label	Selecciona para elegir ~A como objetivo de combate	2017-02-17T12:14:02.097451	NOT FOUND IN GAME
shield_1_name	Escudo de daño	2017-02-17T12:14:02.097451	Damage shield
shield_2_name	Super escudo de daño	2017-02-17T12:14:02.097451	Super damage shield
shield_3_name	Ultra escudo de daño	2017-02-17T12:14:02.097451	Ultra damage shield
ship_kind_bagelhead	Nave Bagelhead	2017-02-17T12:14:02.097451	Bagelhead ship
ship_kind_blorg	Nave Blorg	2017-02-17T12:14:02.097451	Blorg ship
ship_kind_chuchu	Nave Chuchu	2017-02-17T12:14:02.097451	Chuchu ship
ship_kind_crusantian	Nave Crusantiana	2017-02-17T12:14:02.097451	Crusantian ship
ship_kind_cucurbian	Nave Cucurbiana	2017-02-17T12:14:02.097451	Cucurbian ship
ship_kind_droid	Nave Robot	2017-02-17T12:14:02.097451	Robot ship
ship_kind_human	Nave Humana	2017-02-17T12:14:02.097451	Human ship
ship_kind_lactian	Nave Lactiana	2017-02-17T12:14:02.097451	Lactian ship
ship_kind_lemurian	Nave Lemuriana	2017-02-17T12:14:02.097451	Lemurian ship
ship_kind_nogi	Nave Nogi	2017-02-17T12:14:02.097451	Nogi ship
ship_kind_pirates	Nave Pirata	2017-02-17T12:14:02.097451	Pirates ship
shopping_list_desc	Lista de la compra:	2017-02-17T12:14:02.097451	Shopping list:
slot_machine	Tragaperras	2017-02-17T12:14:02.097451	Slot machine
slot_machine_desc	Qué mejor inversión para tu dinero que hacer que se enciendan unas lucecitas? Utiliza fichas verdes.	2017-02-17T12:14:02.097451	What a better investment for your money than making lights blink? Uses green tokens.
slowpox	Virulentitud	2017-02-17T12:14:02.097451	Slowpox
slowpox_desc	No puedo caminar más rápido!	2017-02-17T12:14:02.097451	I can't walk any faster than this!
slug_pate	Pâté de babosa	2017-02-17T12:14:02.097451	Slug pâté
sneaker_reveal_alert	Un ~A oculto ha infiltrado sin ser detectado tu estación y está atancado!	2017-02-17T12:14:02.097451	A hidden ~A has infiltrated undetected into your station and has revealed itself!
soap_maker	Fábrica de jabón	2017-02-17T12:14:02.097451	Soap maker
soap_maker_desc	Manufactura jabones utilizando reacciones químicas simples	2017-02-17T12:14:02.097451	Manufacture soaps using chemical reactions
souvenirs	Souvenirs	2017-02-17T12:14:02.097451	Souvenirs
souvenirs_obj	Tienda de souvenirs	2017-02-17T12:14:02.097451	Souvenir shop
souvenirs_obj_desc	Una mota auténtica de polvo del asteroide. Increíble.	2017-02-17T12:14:02.097451	An authentic mote of dust from the asteroid ground. Amazing.
spatials_member	Spatial	2017-02-17T12:14:02.097451	Spatial
specops_desc	Oficiales de seguridad especializados en el manejo de las armas con eficiencia despiadada.	2017-02-17T12:14:02.097451	Security officers specialized in handling weapons with ruthless efficiency.
specops_spec	SpecOps	2017-02-17T12:14:02.097451	SpecOps
star_map	Mapa estelar	2017-02-17T12:14:02.097451	Star map
stinky_cheese	Queso apestoso	2017-02-17T12:14:02.097451	Stinky cheese
storage_area_must_single2	Las areas de almacenamiento no pueden compartir habitación con otros objetos	2017-02-17T12:14:02.097451	Storage areas cannot share a room with other objects
striking_warning	~A está en huelga porque sus necesidades no están siendo cubiertas. No trabajará y puede que sabotee las instalaciones.	2017-02-17T12:14:02.097451	~A is going on strike for awhile since their demands are not being met. They refuse to work and may sabotage station equipment.
surgeon_table	Cápsula de cirugía	2017-02-17T12:14:02.097451	Surgery pod
surgeon_table_desc	Permite a los doctores efectuar operaciones de cirugía en pacientes gravemente enfermos. Requiere sintórganos.	2017-02-17T12:14:02.097451	Enables doctors to do surgery and transplants on gravely ill patients. Requires Synthorgans.
synth_organs	Sintórganos	2017-02-17T12:14:02.097451	Synthorgans
tavern_bar	Barra de taberna	2017-02-17T12:14:02.097451	Tavern bar
tavern_bar_desc	Como en tu casa!	2017-02-17T12:14:02.097451	Feel at home here!
tavern_table	Mesa de taberna	2017-02-17T12:14:02.097451	Tavern table
tavern_table_desc	Tómate tu bebida en un ambiente familiar	2017-02-17T12:14:02.097451	Have your drink in a homely atmosphere
tending_workplace_action	Atendiendo ~A	2017-02-17T12:14:02.097451	Tending ~A
tonicx	Tónico X	2017-02-17T12:14:02.097451	Tonic X
travel_shop	Sección de viajes	2017-02-17T12:14:02.097451	Travel section
treatment	Tratamiento médico	2017-02-17T12:14:02.097451	Medical treatment
treatment_desc	El tratamiento de ~A requiere de estos pasos:	2017-02-17T12:14:02.097451	The treatment of ~A requires the following steps:
universal_printer	Impresora universal	2017-02-17T12:14:02.097451	Universal printer
universal_printer_desc	Imprime todo el material necesario para la tecnología de recreación	2017-02-17T12:14:02.097451	Prints everything required by recreational facilities
vaccine	Vacuna	2017-02-17T12:14:02.097451	Vaccine
visitor_bored	Aburrido	2017-02-17T12:14:02.097451	Bored
visitor_bored_desc	Dónde está la diversión?	2017-02-17T12:14:02.097451	Where's the fun?
visitor_fee	Entrada	2017-02-17T12:14:02.097451	NOT FOUND IN GAME
visitor_gambler	Ludópata	2017-02-17T12:14:02.097451	Gambler
visitor_gambler_desc	Una. Partida. Más. Hasta que caiga rendido... Creo que necesito otra copa.	2017-02-17T12:14:02.097451	One. More. Round. Until I need to sleep... I think I need a strong drink.
visitor_gourmet	Gourmet	2017-02-17T12:14:02.097451	Gourmet
visitor_gourmet_desc	Me interesa la comida y bebida que ofrece esta estación	2017-02-17T12:14:02.097451	I'm interested in the meals and drinks this station can offer
visitor_holiday	De vacaciones	2017-02-17T12:14:02.097451	On holiday break
visitor_holiday_desc	Espero tener tiempo de hacer de todo!	2017-02-17T12:14:02.097451	I hope I have enough time to do everything!
visitor_mallrat	Adicto al centro comercial	2017-02-17T12:14:02.097451	Mall rat
visitor_mallrat_desc	Ya me gustaría poder vivir aquí!	2017-02-17T12:14:02.097451	I wish I could live here!
visitor_opinion_vital	Opinión	2017-02-17T12:14:02.097451	Opinion
visitor_party	Fiestero	2017-02-17T12:14:02.097451	Party animal
visitor_party_desc	FIEEEEEESTAAAAAA!!!	2017-02-17T12:14:02.097451	PAAAAAARTY OOOH YEAH!!!
visitor_researcher	Investigador	2017-02-17T12:14:02.097451	Researcher
visitor_researcher_desc	Busco el conocimiento	2017-02-17T12:14:02.097451	Seeking knowledge
visitor_shopper	De compras	2017-02-17T12:14:02.097451	Shopper
visitor_shopper_desc	Busco los mejores productos al mejor precio	2017-02-17T12:14:02.097451	Looking for the best deals
visitor_sick	Enfermo	2017-02-17T12:14:02.097451	Sick
visitor_sick_desc	Necesito atención médica	2017-02-17T12:14:02.097451	In need of medical care
visitor_tired	Cansado	2017-02-17T12:14:02.097451	Tired
visitor_tired_desc	Debo descansar y cuidarme un poco	2017-02-17T12:14:02.097451	Just need to rest and take care of myself
visitor_wasted	Borracho	2017-02-17T12:14:02.097451	Wasted
visitor_wasted_desc	Al bar o taberna más cercano, sin mirar atrás...	2017-02-17T12:14:02.097451	To the nearest tavern or bar, never look back...
walk_order_desc	Orden de caminar	2017-02-17T12:14:02.097451	Walk order
walkable	Caminable	2017-02-17T12:14:02.097451	Walkable
world_enlargement	Mundo agrandado	2017-02-17T12:14:02.097451	World Enlargement
world_enlargement_desc	Todo es enorme!	2017-02-17T12:14:02.097451	Everything is huge!
xray	Rayos X	2017-02-17T12:14:02.097451	XRay
xray_desc	Obtiene imágenes del interior del cuerpo de un paciente, para facilitar su diagnóstico.	2017-02-17T12:14:02.097451	Creates internal images of a patient body, to help with medical diagnose.
add_to_squad	Añadir a squad	2017-07-21T14:14:09.235034	NOT FOUND IN GAME
all_resources	Todos	2017-07-21T14:14:09.235034	All resources
augustus	Augustus	2017-07-21T14:14:09.235034	Augustus
augustus_desc	Cocinero infame en toda la galaxia. Es un Chef Master y además produce el doble de cantidad.	2017-07-21T14:14:09.235034	Galaxy (in)famous cook. He has a master level Chef spec and produces double the amount of food.
bernice	Bernice	2017-07-21T14:14:09.235034	Bernice
bernice_desc	Tu manager de la central, evaluando tu progreso.	2017-07-21T14:14:09.235034	Your HQ deputy, here to evaluate your progress.
by_spec	Por Spec	2017-07-21T14:14:09.235034	By Spec
cancel_rally_point	Cancelar punto de patruya	2017-07-21T14:14:09.235034	Cancel patrol point
demand_one_of	Uno de	2017-07-21T14:14:09.235034	One of
demand_value	Valor	2017-07-21T14:14:09.235034	Value
disco_table_desc2	Descansa con una buena copa	2017-07-21T14:14:09.235034	Chill out with a fancy drink
drunk	Borracho/a	2017-07-21T14:14:09.235034	Drunk
drunk_desc	SISH está bien eshtoy bien...	2017-07-21T14:14:09.235034	YESH this okay I'm good
equip_item_must_station	%s ha de estar presente en la estación	2017-07-21T14:14:09.235034	%s must be in the home station
equip_item_no_reqs	~A no puede equipar ~A	2017-07-21T14:14:09.235034	~A cannot equip ~A
equip_item_replace	Destruir ~A y reemplazar por ~A?	2017-07-21T14:14:09.235034	Destroy ~A and replace it with ~A?
equip_item_slot_disabled	~A necesita una spec más alta para equipar ~A	2017-07-21T14:14:09.235034	~A needs a higher spec to equip ~A
equip_officer_slot_current	Equipado %s	2017-07-21T14:14:09.235034	Equipped %s
equip_officer_slot_equip	Equipar	2017-07-21T14:14:09.235034	Equip
equip_officer_slot_no_selection	Selecciona un item	2017-07-21T14:14:09.235034	Select an item
equip_officer_slot_none	Sin equipar	2017-07-21T14:14:09.235034	None equipped
equip_officer_slot_selected	Seleccionado	2017-07-21T14:14:09.235034	Selected
equip_officer_slot_stored	Almacenado en estación	2017-07-21T14:14:09.235034	Stored in station
equip_officer_slot_title	Equipa %s para %s	2017-07-21T14:14:09.235034	Equip %s for %s
event_augustus_warn	Augustus ha llegaod para ayudar en las cocinas! Trabajará en ellas mientras esté en la estación.	2017-07-21T14:14:09.235034	Augustus is here to help you with those kitchens! He will take on cooking jobs while he's in the station.
event_bernice_fail	Se acabado el tiempo sin haber completado el trabajo, por lo tanto no se otorga ningún bonus. Espero que la estación rinda mejor en la próxima revisión.	2017-07-21T14:14:09.235034	Time ran out and the work was not completed, so no reward has been granted. I hope the station will perform better in the next review.
event_bernice_goal_build	Bernice ha decidido que se necesitan más equipamientos. Construye %d objetos en dos minutos para obtener un bonus de %d créditos.	2017-07-21T14:14:09.235034	Bernice has determined more facilities are required. Build %d objects in two minutes for a %d credits reward.
event_bernice_goal_floor	Bernice ha decidido que se necesita una estación más grande. Construye %d tiles de suelo en dos minutos para obtener un bonus de % créditos.	2017-07-21T14:14:09.235034	Bernice has determined a larger station is required. Build %d floor tiles in two minutes for a %d credits reward.
event_bernice_goal_produce	Bernice ha decidido que se ha de producir a más velocidad. Manufactura %d productos en dos minutos para obtener un bonus de %d créditos.	2017-07-21T14:14:09.235034	Bernice has determined a higher production rate is required. Manufacture %d products in two minutes for a %d credits reward.
event_bernice_succ	Se ha alcanzado el objetivo! Un bonus de %d créditos se ha depositado en la cuenta de la estación. Buen trabajo y nos vemos en la siguiente revisión!	2017-07-21T14:14:09.235034	The goal has been achieved! A %d credits reward has been deposited in the station account. Good work and see you in the next review!
event_bernice_warn	Ha llegado el momento de revisar la estación! Bernice está comprobando los equipamientos y stocks.	2017-07-21T14:14:09.235034	It's review time! Bernice is in the station checking your facilities and stocks.
event_breakage_warn	Algunas factorías se han estropeado!	2017-07-21T14:14:09.235034	Some factories in your station have broken down!
event_explodefire_warn	%s ha explotado y se ha iniciado un fuego!	2017-07-21T14:14:09.235034	%s has exploded and started a fire!
event_foodpoisoning_warn	Algunos habitantes de la estación han sido intoxicados!	2017-07-21T14:14:09.235034	Some station inhabitants are food poisoned!
event_invaderbomb_out_of_time	Se ha terminado el tiempo y la bomba ha explotado!	2017-07-21T14:14:09.235034	You ran out of time! The bomb has exploded!
event_invaders_warn4	Hemos recibido información sobre una fuerza invasora ~A del planeta ~A (nivel ~A) aproximándose a la estación. Prepárate!	2017-07-21T14:14:09.235034	We have received reports of a ~A raiding party from ~A (level ~A) approaching our station. Be prepared!
event_kowka_warn	Кошка es una gata curiosa y quiere ver tu progreso. Conservas aún su amistad? Su ejército de robots ayudarán en tareas mientras estén en la estación.	2017-07-21T14:14:09.235034	Кошка is a curious cat and she's here to check on the progress of her friend. Are you still a friend? Her robot army will help around in the station while they are here.
event_liberty_warn	Liberty ha llegado! Su presencia hará sentir mejor a todo aquel que se acerque.	2017-07-21T14:14:09.235034	Liberty is here! Her presence will make everybody around her happy, visitor and resident alike.
event_manysick_fail	Algunos visitantes %s no han sido curados, no se otorga el bonus,	2017-07-21T14:14:09.235034	Some %s visitors are not cured, no reward has been granted.
event_manysick_succ	Todos los visitantes %s han sido curados! Disfruta del bonus de %d créditos y %d reputación.	2017-07-21T14:14:09.235034	All %s visitors have been cured! Enjoy a bonus of %d credits and %d reputation.
event_manysick_warn	Los %s han teleportado de emergencia %d ciudadanos enfermos a la estación! Curálos en el tiempo indicado para un bonus de %d créditos y %d reputación.	2017-07-21T14:14:09.235034	The %s have emergency teleported %d sick citizens to your station! Cure them before the timer hits 0 for a bonus of %d credits and %d reputation.
event_meteors_end	La lluvia de meteoritos ha terminado	2017-07-21T14:14:09.235034	The meteor rain has ended
event_meteors_start	La lluvia de meteoritos ha empezado!	2017-07-21T14:14:09.235034	The meteor rain has started!
event_meteors_warn	Se acerca una lluvia de meteoritos! El area indicada va a sufrir una destrucción masiva en un minuto.	2017-07-21T14:14:09.235034	A meteor rain is coming! The target area will be hit very hard in one minute.
event_miasmacloud_ended	La nube de miasma ya no se expande	2017-07-21T14:14:09.235034	The miasma cloud is not expanding anymore
event_miasmacloud_warn	Se ha estropeado un objeto y está expulsando una nube tóxica de miasma. Repáralo o destrúyelo para pararla.	2017-07-21T14:14:09.235034	An object has broken and is spewing an expanding, toxic miasma cloud. Repair it or destroy it to stop the cloud.
event_octopus_warn	Tu arrogancia ha despertado una bestia olvidada del espacio profundo. Un pulpo espacial ataca la estación!	2017-07-21T14:14:09.235034	Your hubris has awoken a forgotten beast from deep space. A space octopus is attacking your station!
event_pest_spawn_queen	La reina de la plaga ha aparecido!	2017-07-21T14:14:09.235034	The pest queen is now out of hiding!
event_waterleak_warn	%s se ha roto y ha inundado sus alrededores.	2017-07-21T14:14:09.235034	%s has broken and flooded its surroundings!
event_worm_warn	Tu arrogancia ha despertado una bestia olvidada del espacio profundo. Un gusano espacial ataca la estación!	2017-07-21T14:14:09.235034	Your hubris has awoken a forgotten beast from deep space. A space worm is attacking your station!
event_xenos_spawned	Los xenomorfos han eclosionado!	2017-07-21T14:14:09.235034	The xenomorphs have spawned!
field_medic	Médico de campo	2017-07-21T14:14:09.235034	Field Medic
field_medic_desc	En las batallas más cruentas solo los médicos de campo son capaces de estar entre la vida y la muerte.	2017-07-21T14:14:09.235034	In the heat of battle only field medics stand between life and death.
fine_grape_must	Mosto	2017-07-21T14:14:09.235034	Fine grape must
goal_buildfactory1_desc	Construye un taller de jabón, una prensa de metal y un taller médico.	2017-07-21T14:14:09.235034	Build a soap maker, a metal press and a medical workshop.
goal_galaxy1_desc	Desbloquea 3 sistemas en la pantalla de la galaxia.	2017-07-21T14:14:09.235034	Open 3 start systems in the galaxy screen.
goal_recruit1_desc	Recluta a 5 oficiales nuevos en la pantalla de Personal.	2017-07-21T14:14:09.235034	Recruit 5 new officers in the Staff screen.
industrialist_desc2	Los industriales pasan sus días en las factorías pesadas de la estación con el máximo de sus habilidades.	2017-07-21T14:14:09.235034	Industrialists spend their days toiling in the heavy factories of your station with the highest skill.
invaderbomb	Bomba activada	2017-07-21T14:14:09.235034	Ticking bomb
invaderbomb_desc	Destruye esta bomba antes de que el contador de tiempo del evento llegue a 0 para evitar una explosión enorme	2017-07-21T14:14:09.235034	Destroy this bomb before the event timer reaches 0 to avoid a big explosion
inventory_missing_ingredients	No hay ingredientes suficientes	2017-07-21T14:14:09.235034	Not enough of one or more ingredients
job_tier_1	Tier 1	2017-07-21T14:14:09.235034	Tier 1
job_tier_2	Tier 2	2017-07-21T14:14:09.235034	Tier 2
job_tier_3	Tier 3	2017-07-21T14:14:09.235034	Tier 3
job_tier_current_xp	XP Actual	2017-07-21T14:14:09.235034	Current XP
job_tier_rating	Nivel	2017-07-21T14:14:09.235034	Rating
job_tier_speed	Velocidad	2017-07-21T14:14:09.235034	Speed
job_warning	Advertencia	2017-07-21T14:14:09.235034	Warning
jobs	Trabajos	2017-07-21T14:14:09.235034	Jobs
jobs_enable_manual_prio	Usar prioridad manual	2017-07-21T14:14:09.235034	Use manual priorities
kowka_desc	Heroína del Trabajo Socialista. Fue enviada a morir al espacio como parte de un experimento en el siglo 20, pero misteriosamente sobrevivió 38 siglos y ahora revoluciona robots.	2017-07-21T14:14:09.235034	Hero of Socialist Labour. She was sent to space to die as an experiment in the 20th century, but she mysteriously survived for 38 centuries and now rallies robots around her.
kowka_guard	Guarda de Кошка	2017-07-21T14:14:09.235034	Кошка Guard
kowka_guard_desc	El ejército privado de Кошка está ayudando a tu estación	2017-07-21T14:14:09.235034	The personal robot army of Кошка is helping around in your station.
liberty_desc	Libertad y Valentía. Superviviente 38 siglos después de un experimento con animales, ahora trae la felicidad allá donde va.	2017-07-21T14:14:09.235034	Freedom and Courage. Survivor for 38 centuries of a long gone past of experimenting with animals, now brings joy everywhere she goes.
libery_name	Liberty	2017-07-21T14:14:09.235034	Liberty
no_ship_desired	No se desea nave	2017-07-21T14:14:09.235034	No ship desired
npc_animal01	Restos animales	2017-07-21T14:14:09.235034	Animal remains
npc_animal02	Restos animales	2017-07-21T14:14:09.235034	Animal remains
npc_animal03	Restos animales	2017-07-21T14:14:09.235034	Animal remains
npc_artifact01	Artefacto	2017-07-21T14:14:09.235034	Artifact
npc_artifact02	Artefacto	2017-07-21T14:14:09.235034	Artifact
npc_artifact03	Artefacto	2017-07-21T14:14:09.235034	Artifact
npc_artifact04	Artefacto	2017-07-21T14:14:09.235034	Artifact
npc_artifact05	Artefacto	2017-07-21T14:14:09.235034	Artifact
npc_augustus	Augustus	2017-07-21T14:14:09.235034	Augustus
npc_bagelhead	Bagelhead	2017-07-21T14:14:09.235034	Bagelhead
npc_bicho01	Vacavaga	2017-07-21T14:14:09.235034	Lazzy moo
npc_bicho02	Rata lemuriana	2017-07-21T14:14:09.235034	Lemurian rat
npc_bicho03	Heliominder	2017-07-21T14:14:09.235034	Heliominder
npc_bicho04	Tallhammer	2017-07-21T14:14:09.235034	Tallhammer
npc_bicho05	Cucaracha esmeralda	2017-07-21T14:14:09.235034	Emerald roach
npc_bicho06	Pedipole	2017-07-21T14:14:09.235034	Pedipole
npc_bicho07	Tweetto	2017-07-21T14:14:09.235034	Tweetto
npc_bicho08	Heavyhooves	2017-07-21T14:14:09.235034	Heavyhooves
npc_bicho09	Haloffe	2017-07-21T14:14:09.235034	Haloffe
npc_bicho10	Zojamb	2017-07-21T14:14:09.235034	Zojamb
npc_bicho11	Bitty	2017-07-21T14:14:09.235034	Bitty
npc_bicho12	Spikedigger	2017-07-21T14:14:09.235034	Spikedigger
npc_bicho13	Scarhorn	2017-07-21T14:14:09.235034	Scarhorn
npc_blorg01	Colono Blorg	2017-07-21T14:14:09.235034	Blorg colonist
npc_blorg02	Colono Blorg	2017-07-21T14:14:09.235034	Blorg colonist
npc_blorg03	Colono Blorg	2017-07-21T14:14:09.235034	Blorg colonist
npc_blorg_boss	Jefe Blorg	2017-07-21T14:14:09.235034	Blorg boss
npc_blorg_crate_pickable	Recursos Blorg	2017-07-21T14:14:09.235034	Blorg valuables
npc_blorg_mine	Mina	2017-07-21T14:14:09.235034	Mine
npc_blorg_visitor01	Visitante Blorg	2017-07-21T14:14:09.235034	Blorg visitor
npc_blorg_visitor02	Visitante Blorg	2017-07-21T14:14:09.235034	Blorg visitor
npc_blorg_visitor03	Visitante Blorg	2017-07-21T14:14:09.235034	Blorg visitor
npc_blorg_visitor04	Visitante Blorg	2017-07-21T14:14:09.235034	Blorg visitor
npc_chuchu01	Visitante Chuchu	2017-07-21T14:14:09.235034	Chuchu visitor
npc_chuchu02	Visitante Chuchu	2017-07-21T14:14:09.235034	Chuchu visitor
npc_chuchu03	Visitante Chuchu	2017-07-21T14:14:09.235034	Chuchu visitor
npc_chuchu04	Visitante Chuchu	2017-07-21T14:14:09.235034	Chuchu visitor
npc_chuchu05	Visitante Chuchu	2017-07-21T14:14:09.235034	Chuchu visitor
npc_chuchucolony01	Guerrero Chuchu	2017-07-21T14:14:09.235034	Chuchu warrior
npc_chuchucolony02	Elite Chuchu	2017-07-21T14:14:09.235034	Chuchu elite
npc_chuchucolony03	Chuchu pesado	2017-07-21T14:14:09.235034	Chuchu heavy
npc_chuchucolony04	Ingeniero Chuchu	2017-07-21T14:14:09.235034	Chuchu tinker
npc_colonycrusantian01	Colono Crusantiano	2017-07-21T14:14:09.235034	Crusantian colonist
npc_colonycrusantian02	Colono Crusantiano	2017-07-21T14:14:09.235034	Crusantian colonist
npc_colonycrusantian03	Colono Crusantiano	2017-07-21T14:14:09.235034	Crusantian colonist
npc_colonycrusantian04	Colono Crusantiano	2017-07-21T14:14:09.235034	Crusantian colonist
npc_colonylemurian01	Zapador Lemuriano	2017-07-21T14:14:09.235034	Lemurian sapper
npc_colonylemurian02	Fuerzas Lemurianas	2017-07-21T14:14:09.235034	Lemurian forces
npc_colonylemurian03	Vigilante Lemuriano	2017-07-21T14:14:09.235034	Lemurian keeper
npc_colonynogi01	Novicio Nogi	2017-07-21T14:14:09.235034	Nogi novice
npc_colonynogi02	Mentalista Nogi	2017-07-21T14:14:09.235034	Nogi mentalist
npc_colonynogi03	Anciano Nogi	2017-07-21T14:14:09.235034	Nogi elder
npc_container01	Contenedor	2017-07-21T14:14:09.235034	Container
npc_container02	Contenedor	2017-07-21T14:14:09.235034	Container
npc_container03	Contenedor	2017-07-21T14:14:09.235034	Container
npc_container04	Contenedor	2017-07-21T14:14:09.235034	Container
npc_container05	Contenedor	2017-07-21T14:14:09.235034	Container
npc_container06	Contenedor	2017-07-21T14:14:09.235034	Container
npc_crusantian_visitor01	Visitante Crusantiano	2017-07-21T14:14:09.235034	Crusantian visitor
npc_crusantian_visitor02	Visitante Crusantiano	2017-07-21T14:14:09.235034	Crusantian visitor
npc_crusantian_visitor03	Visitante Crusantiano	2017-07-21T14:14:09.235034	Crusantian visitor
npc_crusantian_visitor04	Visitante Crusantiano	2017-07-21T14:14:09.235034	Crusantian visitor
npc_crusantianbox01	Recursos Crusantianos	2017-07-21T14:14:09.235034	Crusantian cache
npc_cucurbian01	Visitante Cucurbiano	2017-07-21T14:14:09.235034	Cucurbian visitor
npc_cucurbian02	Visitante Cucurbiano	2017-07-21T14:14:09.235034	Cucurbian visitor
npc_cucurbian03	Visitante Cucurbiano	2017-07-21T14:14:09.235034	Cucurbian visitor
npc_cucurbian_boss	Jefe Cucurbiano	2017-07-21T14:14:09.235034	Cucurbian boss
npc_cucurbian_crate01	Recursos Cucurbianos	2017-07-21T14:14:09.235034	Cucurbian cache
npc_droid01	Vigilante Robot	2017-07-21T14:14:09.235034	Robot sentry
npc_droid02	Tropa Robot	2017-07-21T14:14:09.235034	Robot trooper
npc_droid03	Robot exterminador	2017-07-21T14:14:09.235034	Robot slayer
npc_droid04	Tanque Robot	2017-07-21T14:14:09.235034	Robot tank
npc_droid05	Turbo Robot	2017-07-21T14:14:09.235034	Robot speeder
npc_human01	Colono Humano	2017-07-21T14:14:09.235034	Human colonist
npc_human02	Colono Humano	2017-07-21T14:14:09.235034	Human colonist
npc_human03	Colono Humano	2017-07-21T14:14:09.235034	Human colonist
npc_human04	Colono Humano	2017-07-21T14:14:09.235034	Human colonist
npc_human_visitor01	Visitante Humano	2017-07-21T14:14:09.235034	Human visitor
npc_human_visitor02	Visitante Humano	2017-07-21T14:14:09.235034	Human visitor
npc_human_visitor03	Visitante Humano	2017-07-21T14:14:09.235034	Human visitor
npc_human_visitor04	Visitante Humano	2017-07-21T14:14:09.235034	Human visitor
npc_kowka	Кошка	2017-07-21T14:14:09.235034	Кошка
npc_lemurian_visitor01	Visitante Lemuriano	2017-07-21T14:14:09.235034	Lemurian visitor
npc_lemurian_visitor02	Visitante Lemuriano	2017-07-21T14:14:09.235034	Lemurian visitor
npc_lemurian_visitor03	Visitante Lemuriano	2017-07-21T14:14:09.235034	Lemurian visitor
npc_lemurianbox01	Recursos Lemurianos	2017-07-21T14:14:09.235034	Lemurian cache
npc_medus01	Visitante Medusiano	2017-07-21T14:14:09.235034	Medusian visitor
npc_medus02	Visitante Medusiano	2017-07-21T14:14:09.235034	Medusian visitor
npc_medus03	Visitante Medusiano	2017-07-21T14:14:09.235034	Medusian visitor
npc_medus04	Visitante Medusiano	2017-07-21T14:14:09.235034	Medusian visitor
npc_medus05	Visitante Medusiano	2017-07-21T14:14:09.235034	Medusian visitor
npc_meduscolony01	Guarda Medusiano	2017-07-21T14:14:09.235034	Medusian guard
npc_meduscolony02	Medusiano Taladrador	2017-07-21T14:14:09.235034	Medusian driller
npc_meduscolony03	Lanzador Medusiano	2017-07-21T14:14:09.235034	Medusian rocketer
npc_meduscolony04	Demoledor Medusiano	2017-07-21T14:14:09.235034	Medusian demolisher
npc_memorymodule	Módulo de memoria	2017-07-21T14:14:09.235034	Memory module
npc_mineral01	Roca	2017-07-21T14:14:09.235034	Rock
npc_mineral02	Roca	2017-07-21T14:14:09.235034	Rock
npc_mineral03	Roca	2017-07-21T14:14:09.235034	Rock
npc_mutant	Mutante	2017-07-21T14:14:09.235034	Mutant
npc_nogi_visitor01	Visitante Nogi	2017-07-21T14:14:09.235034	Nogi visitor
npc_nogi_visitor02	Visitante Nogi	2017-07-21T14:14:09.235034	Nogi visitor
npc_nogi_visitor03	Visitante Nogi	2017-07-21T14:14:09.235034	Nogi visitor
npc_nogi_visitor04	Visitante Nogi	2017-07-21T14:14:09.235034	Nogi visitor
npc_nogibox01	Recursos Nogi	2017-07-21T14:14:09.235034	Nogi cache
npc_octopus	Octohorror	2017-07-21T14:14:09.235034	Octohorror
npc_pioneersbox01	Recursos Humanos	2017-07-21T14:14:09.235034	Human cache
npc_pirate01	Recluta Pirata	2017-07-21T14:14:09.235034	Pirate grunt
npc_pirate02	Soldado Pirata	2017-07-21T14:14:09.235034	Pirate soldier
npc_pirate03	Mensajero Pirata	2017-07-21T14:14:09.235034	Pirate courier
npc_pirate04	Bestia Pirata	2017-07-21T14:14:09.235034	Pirate brute
npc_pirate_boss	Jefe Pirata	2017-07-21T14:14:09.235034	Pirate boss
npc_pirates_crap	Basura	2017-07-21T14:14:09.235034	Trash
npc_pirates_mine	Mina	2017-07-21T14:14:09.235034	Mine
npc_pirates_unicrate01	Recursos Piratas	2017-07-21T14:14:09.235034	Pirate cache
npc_pirates_unicrate02	Recursos Piratas	2017-07-21T14:14:09.235034	Pirate cache
